x;y;u
-0.873;-0.822222;6.79606e-33
-0.873;-0.811111;3.66702e-33
-0.873;-0.8;3.73006e-33
-0.873;-0.788889;5.01946e-33
-0.873;-0.777778;5.95067e-33
-0.873;-0.766667;3.78961e-33
-0.873;-0.755556;3.75849e-33
-0.873;-0.744444;3.82444e-33
-0.873;-0.733333;6.73962e-33
-0.873;-0.722222;3.99374e-33
-0.873;-0.711111;7.61578e-33
-0.873;-0.7;6.27084e-33
-0.873;-0.688889;4.93321e-33
-0.873;-0.677778;7.81695e-33
-0.873;-0.666667;3.98006e-33
-0.873;-0.655556;3.98006e-33
-0.873;-0.644444;7.92703e-33
-0.873;-0.633333;4.04108e-33
-0.873;-0.622222;4.04108e-33
-0.873;-0.611111;7.91174e-33
-0.873;-0.6;7.29519e-33
-0.873;-0.588889;4.10111e-33
-0.873;-0.577778;7.55582e-33
-0.873;-0.566667;8.04213e-33
-0.873;-0.555556;5.2402e-33
-0.873;-0.544444;6.4944e-33
-0.873;-0.533333;8.37846e-33
-0.873;-0.522222;7.23496e-33
-0.873;-0.511111;4.24236e-33
-0.873;-0.5;7.75607e-33
-0.873;-0.488889;8.47218e-33
-0.873;-0.477778;6.50614e-33
-0.873;-0.466667;5.54615e-33
-0.873;-0.455556;4.32738e-33
-0.873;-0.444444;8.50159e-33
-0.873;-0.433333;6.33314e-33
-0.873;-0.422222;4.37925e-33
-0.873;-0.411111;8.42842e-33
-0.873;-0.4;8.70396e-33
-0.873;-0.388889;6.81609e-33
-0.873;-0.377778;5.50809e-33
-0.873;-0.366667;8.27444e-33
-0.873;-0.355556;8.99437e-33
-0.873;-0.344444;7.75192e-33
-0.873;-0.333333;4.60456e-33
-0.873;-0.322222;7.58765e-33
-0.873;-0.311111;9.07204e-33
-0.873;-0.3;8.73914e-33
-0.873;-0.288889;6.66963e-33
-0.873;-0.277778;-2.52906e-19
-0.873;-0.266667;0.000672067
-0.873;-0.255556;0.00282964
-0.873;-0.244444;0.00491218
-0.873;-0.233333;0.00690197
-0.873;-0.222222;0.00880525
-0.873;-0.211111;0.0106213
-0.873;-0.2;0.0123529
-0.873;-0.188889;0.0139956
-0.873;-0.177778;0.0155481
-0.873;-0.166667;0.0170104
-0.873;-0.155556;0.0183828
-0.873;-0.144444;0.019663
-0.873;-0.133333;0.0208511
-0.873;-0.122222;0.0219465
-0.873;-0.111111;0.0229485
-0.873;-0.1;0.0238565
-0.873;-0.0888889;0.0246703
-0.873;-0.0777778;0.0253893
-0.873;-0.0666667;0.0260133
-0.873;-0.0555556;0.0265417
-0.873;-0.0444444;0.0269745
-0.873;-0.0333333;0.0273113
-0.873;-0.0222222;0.027552
-0.873;-0.0111111;0.0276965
-0.873;0;0.0277447
-0.873;0.0111111;0.0276965
-0.873;0.0222222;0.027552
-0.873;0.0333333;0.0273113
-0.873;0.0444444;0.0269745
-0.873;0.0555556;0.0265418
-0.873;0.0666667;0.0260133
-0.873;0.0777778;0.0253894
-0.873;0.0888889;0.0246703
-0.873;0.1;0.0238565
-0.873;0.111111;0.0229484
-0.873;0.122222;0.0219465
-0.873;0.133333;0.0208511
-0.873;0.144444;0.019663
-0.873;0.155556;0.0183827
-0.873;0.166667;0.0170109
-0.873;0.177778;0.0155482
-0.873;0.188889;0.0139955
-0.873;0.2;0.0123529
-0.873;0.211111;0.0106214
-0.873;0.222222;0.00880524
-0.873;0.233333;0.00690196
-0.873;0.244444;0.00491196
-0.873;0.255556;0.00283046
-0.873;0.266667;0.000672046
-0.873;0.277778;6.02891e-33
-0.873;0.288889;6.66636e-33
-0.873;0.3;-7.48017e-19
-0.873;0.311111;9.07209e-33
-0.873;0.322222;7.58762e-33
-0.873;0.333333;4.60448e-33
