x;y;u
-1.96;0.89;0.000176879
-1.96;0.9;0.000161458
-1.96;0.91;0.000146313
-1.96;0.92;0.000131308
-1.96;0.93;0.000116381
-1.96;0.94;0.000101382
-1.96;0.95;8.61969e-05
-1.96;0.96;7.06443e-05
-1.96;0.97;5.45248e-05
-1.96;0.98;3.76033e-05
-1.96;0.99;1.95385e-05
-1.94;-1;6.98401e-35
-1.94;-0.99;2.62468e-05
-1.94;-0.98;5.09247e-05
-1.94;-0.97;7.43647e-05
-1.94;-0.96;9.68707e-05
-1.94;-0.95;0.000118702
-1.94;-0.94;0.000140089
-1.94;-0.93;0.000161229
-1.94;-0.92;0.000182295
-1.94;-0.91;0.00020344
-1.94;-0.9;0.000224797
-1.94;-0.89;0.000246488
-1.94;-0.88;0.000268619
-1.94;-0.87;0.000291292
-1.94;-0.86;0.000314592
-1.94;-0.85;0.000338606
-1.94;-0.84;0.000363406
-1.94;-0.83;0.000389067
-1.94;-0.82;0.000415651
-1.94;-0.81;0.000443226
-1.94;-0.8;0.000471843
-1.94;-0.79;0.000501564
-1.94;-0.78;0.000532434
-1.94;-0.77;0.000564508
-1.94;-0.76;0.000597825
-1.94;-0.75;0.000632434
-1.94;-0.74;0.000668369
-1.94;-0.73;0.000705674
-1.94;-0.72;0.000744375
-1.94;-0.71;0.000784512
-1.94;-0.7;0.000826106
-1.94;-0.69;0.000869191
-1.94;-0.68;0.00091378
-1.94;-0.67;0.000959901
-1.94;-0.66;0.00100756
-1.94;-0.65;0.00105679
-1.94;-0.64;0.00110757
-1.94;-0.63;0.00115993
-1.94;-0.62;0.00121386
-1.94;-0.61;0.00126936
-1.94;-0.6;0.00132643
-1.94;-0.59;0.00138505
-1.94;-0.58;0.00144521
-1.94;-0.57;0.00150689
-1.94;-0.56;0.00157006
-1.94;-0.55;0.00163471
-1.94;-0.54;0.00170078
-1.94;-0.53;0.00176826
-1.94;-0.52;0.00183709
-1.94;-0.51;0.00190723
-1.94;-0.5;0.00197862
-1.94;-0.49;0.00205121
-1.94;-0.48;0.00212492
-1.94;-0.47;0.00219971
-1.94;-0.46;0.00227549
-1.94;-0.45;0.00235219
-1.94;-0.44;0.00242971
-1.94;-0.43;0.00250799
-1.94;-0.42;0.00258692
-1.94;-0.41;0.00266642
-1.94;-0.4;0.00274637
-1.94;-0.39;0.00282668
-1.94;-0.38;0.00290722
-1.94;-0.37;0.00298791
-1.94;-0.36;0.00306861
-1.94;-0.35;0.00314921
-1.94;-0.34;0.00322958
-1.94;-0.33;0.00330961
-1.94;-0.32;0.00338915
-1.94;-0.31;0.0034681
-1.94;-0.3;0.00354629
-1.94;-0.29;0.00362363
-1.94;-0.28;0.00369995
-1.94;-0.27;0.00377513
-1.94;-0.26;0.00384903
-1.94;-0.25;0.00392153
-1.94;-0.24;0.00399248
-1.94;-0.23;0.00406175
-1.94;-0.22;0.00412921
-1.94;-0.21;0.00419473
-1.94;-0.2;0.00425816
-1.94;-0.19;0.00431942
-1.94;-0.18;0.00437834
-1.94;-0.17;0.00443483
-1.94;-0.16;0.00448876
-1.94;-0.15;0.00454003
-1.94;-0.14;0.00458852
-1.94;-0.13;0.00463415
-1.94;-0.12;0.00467679
-1.94;-0.11;0.00471638
-1.94;-0.1;0.00475281
-1.94;-0.09;0.00478603
-1.94;-0.08;0.00481593
-1.94;-0.07;0.00484249
-1.94;-0.06;0.00486561
-1.94;-0.05;0.00488527
-1.94;-0.04;0.00490141
-1.94;-0.03;0.00491401
-1.94;-0.02;0.00492301
-1.94;-0.01;0.00492843
-1.94;0;0.00493023
-1.94;0.01;0.00492842
-1.94;0.02;0.00492299
-1.94;0.03;0.00491398
-1.94;0.04;0.00490137
-1.94;0.05;0.00488523
-1.94;0.06;0.00486556
-1.94;0.07;0.00484242
-1.94;0.08;0.00481586
-1.94;0.09;0.00478594
-1.94;0.1;0.00475272
-1.94;0.11;0.00471628
-1.94;0.12;0.00467668
-1.94;0.13;0.00463403
-1.94;0.14;0.0045884
-1.94;0.15;0.00453991
-1.94;0.16;0.00448863
-1.94;0.17;0.0044347
-1.94;0.18;0.0043782
-1.94;0.19;0.00431927
-1.94;0.2;0.00425801
-1.94;0.21;0.00419457
-1.94;0.22;0.00412905
-1.94;0.23;0.00406159
-1.94;0.24;0.00399231
-1.94;0.25;0.00392136
-1.94;0.26;0.00384886
-1.94;0.27;0.00377496
-1.94;0.28;0.00369977
-1.94;0.29;0.00362345
-1.94;0.3;0.00354612
-1.94;0.31;0.00346792
-1.94;0.32;0.00338898
-1.94;0.33;0.00330943
-1.94;0.34;0.00322941
-1.94;0.35;0.00314904
-1.94;0.36;0.00306843
-1.94;0.37;0.00298774
-1.94;0.38;0.00290705
-1.94;0.39;0.00282651
-1.94;0.4;0.0027462
-1.94;0.41;0.00266625
-1.94;0.42;0.00258676
-1.94;0.43;0.00250783
-1.94;0.44;0.00242956
-1.94;0.45;0.00235203
-1.94;0.46;0.00227534
-1.94;0.47;0.00219956
-1.94;0.48;0.00212478
-1.94;0.49;0.00205106
-1.94;0.5;0.00197848
-1.94;0.51;0.0019071
-1.94;0.52;0.00183696
-1.94;0.53;0.00176814
-1.94;0.54;0.00170066
-1.94;0.55;0.00163459
-1.94;0.56;0.00156995
-1.94;0.57;0.00150678
-1.94;0.58;0.0014451
-1.94;0.59;0.00138495
-1.94;0.6;0.00132633
-1.94;0.61;0.00126927
-1.94;0.62;0.00121377
-1.94;0.63;0.00115984
-1.94;0.64;0.00110749
-1.94;0.65;0.00105671
-1.94;0.66;0.00100749
-1.94;0.67;0.000959828
-1.94;0.68;0.000913711
-1.94;0.69;0.000869124
-1.94;0.7;0.000826044
-1.94;0.71;0.000784452
-1.94;0.72;0.000744319
-1.94;0.73;0.00070562
-1.94;0.74;0.000668319
-1.94;0.75;0.000632386
-1.94;0.76;0.000597781
-1.94;0.77;0.000564466
-1.94;0.78;0.000532395
-1.94;0.79;0.000501527
-1.94;0.8;0.00047181
-1.94;0.81;0.000443194
-1.94;0.82;0.000415623
-1.94;0.83;0.00038904
-1.94;0.84;0.000363382
-1.94;0.85;0.000338584
-1.94;0.86;0.000314573
-1.94;0.87;0.000291275
-1.94;0.88;0.000268605
-1.94;0.89;0.000246475
-1.94;0.9;0.000224787
-1.94;0.91;0.000203432
-1.94;0.92;0.000182289
-1.94;0.93;0.000161225
-1.94;0.94;0.000140088
-1.94;0.95;0.000118702
-1.94;0.96;9.68727e-05
-1.94;0.97;7.43681e-05
-1.94;0.98;5.09296e-05
-1.94;0.99;2.62515e-05
-1.92;-1;4.37485e-35
-1.92;-0.99;3.18642e-05
-1.92;-0.98;6.21136e-05
-1.92;-0.97;9.10547e-05
-1.92;-0.96;0.000119012
-1.92;-0.95;0.000146232
-1.92;-0.94;0.000172978
-1.92;-0.93;0.000199449
-1.92;-0.92;0.000225855
-1.92;-0.91;0.000252358
-1.92;-0.9;0.000279125
-1.92;-0.89;0.000306294
-1.92;-0.88;0.000333998
-1.92;-0.87;0.000362355
-1.92;-0.86;0.000391474
-1.92;-0.85;0.000421459
-1.92;-0.84;0.000452399
-1.92;-0.83;0.000484389
-1.92;-0.82;0.000517503
-1.92;-0.81;0.000551827
-1.92;-0.8;0.000587423
-1.92;-0.79;0.000624371
-1.92;-0.78;0.000662721
-1.92;-0.77;0.000702548
-1.92;-0.76;0.000743893
-1.92;-0.75;0.000786825
-1.92;-0.74;0.000831376
-1.92;-0.73;0.00087761
-1.92;-0.72;0.000925551
-1.92;-0.71;0.000975258
-1.92;-0.7;0.00102674
-1.92;-0.69;0.00108006
-1.92;-0.68;0.00113522
-1.92;-0.67;0.00119226
-1.92;-0.66;0.00125118
-1.92;-0.65;0.00131202
-1.92;-0.64;0.00137476
-1.92;-0.63;0.00143945
-1.92;-0.62;0.00150604
-1.92;-0.61;0.00157457
-1.92;-0.6;0.001645
-1.92;-0.59;0.00171735
-1.92;-0.58;0.00179157
-1.92;-0.57;0.00186766
-1.92;-0.56;0.00194556
-1.92;-0.55;0.00202528
-1.92;-0.54;0.00210673
-1.92;-0.53;0.0021899
-1.92;-0.52;0.00227471
-1.92;-0.51;0.00236113
-1.92;-0.5;0.00244906
-1.92;-0.49;0.00253847
-1.92;-0.48;0.00262924
-1.92;-0.47;0.00272132
-1.92;-0.46;0.0028146
-1.92;-0.45;0.00290901
-1.92;-0.44;0.0030044
-1.92;-0.43;0.00310073
-1.92;-0.42;0.00319782
-1.92;-0.41;0.00329562
-1.92;-0.4;0.00339394
-1.92;-0.39;0.00349271
-1.92;-0.38;0.00359174
-1.92;-0.37;0.00369095
-1.92;-0.36;0.00379014
-1.92;-0.35;0.00388923
-1.92;-0.34;0.00398799
-1.92;-0.33;0.00408634
-1.92;-0.32;0.00418407
-1.92;-0.31;0.00428107
-1.92;-0.3;0.00437712
-1.92;-0.29;0.00447213
-1.92;-0.28;0.00456585
-1.92;-0.27;0.0046582
-1.92;-0.26;0.00474894
-1.92;-0.25;0.00483798
-1.92;-0.24;0.00492507
-1.92;-0.23;0.00501013
-1.92;-0.22;0.00509292
-1.92;-0.21;0.00517337
-1.92;-0.2;0.00525122
-1.92;-0.19;0.00532642
-1.92;-0.18;0.00539871
-1.92;-0.17;0.00546806
-1.92;-0.16;0.00553422
-1.92;-0.15;0.00559716
-1.92;-0.14;0.00565663
-1.92;-0.13;0.00571263
-1.92;-0.12;0.00576493
-1.92;-0.11;0.00581352
-1.92;-0.1;0.00585819
-1.92;-0.09;0.00589897
-1.92;-0.08;0.00593563
-1.92;-0.07;0.00596823
