x;y;u
-0.97;-0.94;2.8111e-33
-0.97;-0.93;2.81059e-33
-0.97;-0.92;2.80182e-33
-0.97;-0.91;2.79635e-33
-0.97;-0.9;2.79971e-33
-0.97;-0.89;2.8035e-33
-0.97;-0.88;2.8049e-33
-0.97;-0.87;2.80778e-33
-0.97;-0.86;2.80909e-33
-0.97;-0.85;2.81279e-33
-0.97;-0.84;2.81302e-33
-0.97;-0.83;2.80832e-33
-0.97;-0.82;2.8059e-33
-0.97;-0.81;2.80301e-33
-0.97;-0.8;2.80378e-33
-0.97;-0.79;2.80378e-33
-0.97;-0.78;2.8038e-33
-0.97;-0.77;2.80505e-33
-0.97;-0.76;2.80734e-33
-0.97;-0.75;2.80734e-33
-0.97;-0.74;2.80359e-33
-0.97;-0.73;2.80359e-33
-0.97;-0.72;2.80462e-33
-0.97;-0.71;2.81003e-33
-0.97;-0.7;2.81038e-33
-0.97;-0.69;2.80523e-33
-0.97;-0.68;2.8052e-33
-0.97;-0.67;2.80517e-33
-0.97;-0.66;2.80605e-33
-0.97;-0.65;2.80833e-33
-0.97;-0.64;2.81243e-33
-0.97;-0.63;2.80878e-33
-0.97;-0.62;2.81152e-33
-0.97;-0.61;2.81042e-33
-0.97;-0.6;2.80591e-33
-0.97;-0.59;2.80426e-33
-0.97;-0.58;2.79611e-33
-0.97;-0.57;2.81258e-33
-0.97;-0.56;2.80688e-33
-0.97;-0.55;2.80681e-33
-0.97;-0.54;2.80921e-33
-0.97;-0.53;2.80567e-33
-0.97;-0.52;2.80732e-33
-0.97;-0.51;2.80366e-33
-0.97;-0.5;2.80704e-33
-0.97;-0.49;2.80489e-33
-0.97;-0.48;2.80008e-33
-0.97;-0.47;2.8057e-33
-0.97;-0.46;2.8057e-33
-0.97;-0.45;2.80794e-33
-0.97;-0.44;2.8103e-33
-0.97;-0.43;2.80386e-33
-0.97;-0.42;2.8087e-33
-0.97;-0.41;2.80957e-33
-0.97;-0.4;2.81359e-33
-0.97;-0.39;2.80869e-33
-0.97;-0.38;2.80728e-33
-0.97;-0.37;2.81376e-33
-0.97;-0.36;-1.55146e-19
-0.97;-0.35;2.80789e-33
-0.97;-0.34;2.802e-33
-0.97;-0.33;2.79289e-33
-0.97;-0.32;2.79844e-33
-0.97;-0.31;2.8055e-33
-0.97;-0.3;2.81076e-33
-0.97;-0.29;2.80898e-33
-0.97;-0.28;-1.55054e-19
-0.97;-0.27;2.80742e-33
-0.97;-0.26;2.80086e-33
-0.97;-0.25;-1.546e-19
-0.97;-0.24;0.000164517
-0.97;-0.23;0.000693629
-0.97;-0.22;0.00120425
-0.97;-0.21;0.00169579
-0.97;-0.2;0.00215675
-0.97;-0.19;0.00259936
-0.97;-0.18;0.00300932
-0.97;-0.17;0.00338906
-0.97;-0.16;0.0037485
-0.97;-0.15;0.00408683
-0.97;-0.14;0.00440567
-0.97;-0.13;0.00470538
-0.97;-0.12;0.00498143
-0.97;-0.11;0.00523468
-0.97;-0.1;0.00546079
-0.97;-0.09;0.00565449
-0.97;-0.08;0.00583431
-0.97;-0.07;0.00599561
-0.97;-0.06;0.00613816
-0.97;-0.05;0.0062598
-0.97;-0.04;0.00635304
-0.97;-0.03;0.00642756
-0.97;-0.02;0.00648055
-0.97;-0.01;0.00651306
-0.97;0;0.00652365
-0.97;0.01;0.00650873
-0.97;0.02;0.00647311
-0.97;0.03;0.00642307
-0.97;0.04;0.00635132
-0.97;0.05;0.00625989
-0.97;0.06;0.00613723
-0.97;0.07;0.00599365
-0.97;0.08;0.00583677
-0.97;0.09;0.0056605
-0.97;0.1;0.00546292
-0.97;0.11;0.00523676
-0.97;0.12;0.00498286
-0.97;0.13;0.00469881
-0.97;0.14;0.00440125
-0.97;0.15;0.00409137
-0.97;0.16;0.00375291
-0.97;0.17;0.00338683
-0.97;0.18;0.0029997
-0.97;0.19;0.00259054
-0.97;0.2;0.00215323
-0.97;0.21;0.00169137
-0.97;0.22;0.00120328
-0.97;0.23;0.000696039
-0.97;0.24;0.000165518
-0.97;0.25;2.80453e-33
-0.97;0.26;-7.73357e-20
-0.97;0.27;2.8015e-33
-0.97;0.28;2.80378e-33
-0.97;0.29;2.80387e-33
-0.97;0.3;2.8012e-33
-0.97;0.31;2.80384e-33
-0.97;0.32;2.8071e-33
-0.97;0.33;2.8093e-33
-0.97;0.34;2.80678e-33
-0.97;0.35;2.80392e-33
-0.97;0.36;2.80339e-33
-0.97;0.37;2.80687e-33
-0.97;0.38;2.80768e-33
-0.97;0.39;2.80753e-33
-0.97;0.4;2.80686e-33
-0.97;0.41;2.80641e-33
-0.97;0.42;2.80632e-33
-0.97;0.43;2.811e-33
-0.97;0.44;2.80686e-33
-0.97;0.45;2.80585e-33
-0.97;0.46;2.80599e-33
-0.97;0.47;2.80773e-33
-0.97;0.48;2.81137e-33
-0.97;0.49;2.8126e-33
-0.97;0.5;2.80771e-33
-0.97;0.51;2.80385e-33
-0.97;0.52;2.80707e-33
-0.97;0.53;2.80966e-33
-0.97;0.54;2.81152e-33
-0.97;0.55;2.81152e-33
-0.97;0.56;2.80038e-33
-0.97;0.57;2.80038e-33
-0.97;0.58;2.80355e-33
-0.97;0.59;2.8098e-33
-0.97;0.6;2.81188e-33
-0.97;0.61;2.8121e-33
-0.97;0.62;2.80319e-33
-0.97;0.63;2.8045e-33
-0.97;0.64;2.80425e-33
-0.97;0.65;2.80355e-33
-0.97;0.66;2.80525e-33
-0.97;0.67;2.80672e-33
-0.97;0.68;2.8084e-33
-0.97;0.69;2.80902e-33
-0.97;0.7;2.8081e-33
-0.97;0.71;2.80752e-33
-0.97;0.72;2.80674e-33
-0.97;0.73;2.80664e-33
-0.97;0.74;2.80675e-33
-0.97;0.75;2.80879e-33
-0.97;0.76;2.81246e-33
-0.97;0.77;2.81048e-33
-0.97;0.78;2.8069e-33
-0.97;0.79;2.80549e-33
-0.97;0.8;2.80317e-33
-0.97;0.81;2.79977e-33
-0.97;0.82;2.79365e-33
-0.97;0.83;2.79693e-33
-0.97;0.84;2.80545e-33
-0.97;0.85;2.80861e-33
-0.97;0.86;2.81306e-33
-0.97;0.87;2.81405e-33
-0.97;0.88;2.80987e-33
-0.97;0.89;2.80756e-33
-0.97;0.9;2.80691e-33
-0.97;0.91;2.80634e-33
-0.97;0.92;2.80659e-33
-0.97;0.93;2.80699e-33
-0.97;0.94;2.8075e-33
-0.97;0.95;2.80911e-33
-0.97;0.96;2.80986e-33
-0.97;0.97;2.80395e-33
-0.97;0.98;2.79804e-33
-0.97;0.99;2.79871e-33
-0.96;-1;2.8043e-33
-0.96;-0.99;2.80212e-33
-0.96;-0.98;-1.54634e-19
-0.96;-0.97;2.79284e-33
-0.96;-0.96;2.80079e-33
-0.96;-0.95;2.80874e-33
-0.96;-0.94;2.80953e-33
-0.96;-0.93;2.81114e-33
-0.96;-0.92;2.81016e-33
-0.96;-0.91;2.80139e-33
-0.96;-0.9;2.79635e-33
-0.96;-0.89;2.80001e-33
-0.96;-0.88;2.8035e-33
-0.96;-0.87;2.80514e-33
-0.96;-0.86;2.80778e-33
-0.96;-0.85;2.80953e-33
-0.96;-0.84;2.81323e-33
-0.96;-0.83;2.81236e-33
-0.96;-0.82;2.80766e-33
-0.96;-0.81;2.80543e-33
-0.96;-0.8;2.80254e-33
-0.96;-0.79;2.80378e-33
-0.96;-0.78;2.80378e-33
-0.96;-0.77;2.80405e-33
-0.96;-0.76;2.8053e-33
-0.96;-0.75;2.80734e-33
-0.96;-0.74;2.80734e-33
-0.96;-0.73;2.80359e-33
-0.96;-0.72;2.80359e-33
-0.96;-0.71;2.80605e-33
-0.96;-0.7;2.81203e-33
-0.96;-0.69;2.80892e-33
-0.96;-0.68;2.80407e-33
-0.96;-0.67;2.8052e-33
